"LibraryName", "LibraryPath", "LibraryPathGeneric", "ExecutableName", "ExecutablePath", "ExecutablePathGeneric", "Type"
"mimetools.dll","C:\Program Files\Notepad++\plugins\mimetools.dll","%PROGRAMFILES%\Notepad++\plugins\mimetools.dll","notepad++.exe","C:\Program Files\Notepad++\notepad++.exe","%PROGRAMFILES%\Notepad++\notepad++.exe","Sideloading"
"mimetools.dll","C:\Program Files\Notepad++\plugins\mimetools\mimetools.dll","%PROGRAMFILES%\Notepad++\plugins\mimetools\mimetools.dll","notepad++.exe","C:\Program Files\Notepad++\notepad++.exe","%PROGRAMFILES%\Notepad++\notepad++.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ Data Studio\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ Data Studio\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ File Recovery\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ File Recovery\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ Disk Editor\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ Disk Editor\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ Password Changer\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ ISO Manager\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ ISO Manager\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ UNERASER\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ UNERASER\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ KillDisk 25\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ KillDisk 25\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ UNDELETE\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ UNDELETE\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ Disk Monitor\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ Disk Monitor\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5network.dll","C:\Program Files\LSoft Technologies\Active@ Partition Manager\qt5network.dll","%PROGRAMFILES%\LSoft Technologies\Active@ Partition Manager\qt5network.dll","PasswordChanger.exe","C:\Program Files\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","%PROGRAMFILES%\LSoft Technologies\Active@ Password Changer\PasswordChanger.exe","Sideloading"
"qt5core.dll","C:\Program Files\Electronic Arts\EA Desktop\EA Desktop\qt5core.dll","%PROGRAMFILES%\Electronic Arts\EA Desktop\EA Desktop\qt5core.dll","EASteamProxy.exe","C:\Program Files\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","%PROGRAMFILES%\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","Sideloading"
"qt5core.dll","C:\Program Files\Microsoft Onedrive\%VERSION%\qt5core.dll","%PROGRAMFILES%\Microsoft Onedrive\%VERSION%\qt5core.dll","EASteamProxy.exe","C:\Program Files\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","%PROGRAMFILES%\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","Sideloading"
"qt5core.dll","C:\Users\<User>\AppData\Local\Microsoft\Onedrive\%VERSION%\qt5core.dll","%LOCALAPPDATA%\Microsoft\Onedrive\%VERSION%\qt5core.dll","EASteamProxy.exe","C:\Program Files\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","%PROGRAMFILES%\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","Sideloading"
"qt5core.dll","C:\Program Files\Dropbox\Client\%VERSION%\qt5core.dll","%PROGRAMFILES%\Dropbox\Client\%VERSION%\qt5core.dll","EASteamProxy.exe","C:\Program Files\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","%PROGRAMFILES%\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","Sideloading"
"qt5core.dll","C:\Program Files\LogiOptionsPlus\qt5core.dll","%PROGRAMFILES%\LogiOptionsPlus\qt5core.dll","EASteamProxy.exe","C:\Program Files\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","%PROGRAMFILES%\Electronic Arts\EA Desktop\EA Desktop\EASteamProxy.exe","Sideloading"
"qtgui4.dll","C:\Program Files\Audacity\qtgui4.dll","%PROGRAMFILES%\Audacity\qtgui4.dll","crashreporter.exe","C:\Program Files\Audacity\crashreporter.exe","%PROGRAMFILES%\Audacity\crashreporter.exe","Sideloading"
"qtgui4.dll","C:\Program Files\Audacity\qtgui4.dll","%PROGRAMFILES%\Audacity\qtgui4.dll","ShortcutTaskAgent.exe","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\ShortcutTaskAgent.exe","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\ShortcutTaskAgent.exe","Sideloading"
"qtgui4.dll","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\qtgui4.dll","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\qtgui4.dll","crashreporter.exe","C:\Program Files\Audacity\crashreporter.exe","%PROGRAMFILES%\Audacity\crashreporter.exe","Sideloading"
"qtgui4.dll","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\qtgui4.dll","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\qtgui4.dll","ShortcutTaskAgent.exe","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\ShortcutTaskAgent.exe","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\ShortcutTaskAgent.exe","Sideloading"
"roboform.dll","C:\Program Files\Siber Systems\AI RoboForm\roboform.dll","%PROGRAMFILES%\Siber Systems\AI RoboForm\roboform.dll","RoboTaskBarIcon.exe","C:\Program Files\Siber Systems\AI RoboForm\RoboTaskBarIcon.exe","%PROGRAMFILES%\Siber Systems\AI RoboForm\RoboTaskBarIcon.exe","Sideloading"
"roboform-x64.dll","C:\Program Files\Siber Systems\AI RoboForm\%VERSION%\roboform-x64.dll","%PROGRAMFILES%\Siber Systems\AI RoboForm\%VERSION%\roboform-x64.dll","robotaskbaricon-x64.exe","C:\Program Files\Siber Systems\AI RoboForm\%VERSION%\robotaskbaricon-x64.exe","%PROGRAMFILES%\Siber Systems\AI RoboForm\%VERSION%\robotaskbaricon-x64.exe","Sideloading"
"libcares-2.dll","C:\Users\<User>\AppData\Local\GitKraken\app-%VERSION%\libcares-2.dll","%LOCALAPPDATA%\GitKraken\app-%VERSION%\libcares-2.dll","ahost.exe","","","Sideloading"
"ci.dll","C:\Program Files\Digiarty\WinX Blu-ray Decrypter\ci.dll","%PROGRAMFILES%\Digiarty\WinX Blu-ray Decrypter\ci.dll","WinX Blu-ray Decrypter.exe","C:\Program Files\Digiarty\WinX Blu-ray Decrypter\WinX Blu-ray Decrypter.exe","%PROGRAMFILES%\Digiarty\WinX Blu-ray Decrypter\WinX Blu-ray Decrypter.exe","Sideloading"
"ci.dll","C:\Windows\System32\ci.dll","%SYSTEM32%\ci.dll","WinX Blu-ray Decrypter.exe","C:\Program Files\Digiarty\WinX Blu-ray Decrypter\WinX Blu-ray Decrypter.exe","%PROGRAMFILES%\Digiarty\WinX Blu-ray Decrypter\WinX Blu-ray Decrypter.exe","Sideloading"
"corefoundation.dll","C:\Program Files\Common Files\Apple\Apple Application Support\corefoundation.dll","%PROGRAMFILES%\Common Files\Apple\Apple Application Support\corefoundation.dll","ituneshelper.exe","C:\Program Files\iTunes\ituneshelper.exe","%PROGRAMFILES%\iTunes\ituneshelper.exe","Sideloading"
"corefoundation.dll","C:\Program Files\Common Files\Apple\Apple Application Support\corefoundation.dll","%PROGRAMFILES%\Common Files\Apple\Apple Application Support\corefoundation.dll","QuickTimePlayer.exe","C:\Program Files\QuickTime\QuickTimePlayer.exe","%PROGRAMFILES%\QuickTime\QuickTimePlayer.exe","Sideloading"
"corefoundation.dll","C:\Program Files\iTunes\corefoundation.dll","%PROGRAMFILES%\iTunes\corefoundation.dll","ituneshelper.exe","C:\Program Files\iTunes\ituneshelper.exe","%PROGRAMFILES%\iTunes\ituneshelper.exe","Sideloading"
"corefoundation.dll","C:\Program Files\iTunes\corefoundation.dll","%PROGRAMFILES%\iTunes\corefoundation.dll","QuickTimePlayer.exe","C:\Program Files\QuickTime\QuickTimePlayer.exe","%PROGRAMFILES%\QuickTime\QuickTimePlayer.exe","Sideloading"
"corefoundation.dll","C:\Windows\System32\corefoundation.dll","%SYSTEM32%\corefoundation.dll","ituneshelper.exe","C:\Program Files\iTunes\ituneshelper.exe","%PROGRAMFILES%\iTunes\ituneshelper.exe","Sideloading"
"corefoundation.dll","C:\Windows\System32\corefoundation.dll","%SYSTEM32%\corefoundation.dll","QuickTimePlayer.exe","C:\Program Files\QuickTime\QuickTimePlayer.exe","%PROGRAMFILES%\QuickTime\QuickTimePlayer.exe","Sideloading"
"wblindp2.dll","C:\Program Files\Stardock\WindowBlinds\wblindp2.dll","%PROGRAMFILES%\Stardock\WindowBlinds\wblindp2.dll","WB11Config.exe","C:\Program Files\Stardock\WindowBlinds\WB11Config.exe","%PROGRAMFILES%\Stardock\WindowBlinds\WB11Config.exe","Sideloading"
"jrtools.dll","C:\Program Files\J River\Media Center %VERSION%\jrtools.dll","%PROGRAMFILES%\J River\Media Center %VERSION%\jrtools.dll","JRService.exe","C:\Program Files\J River\Media Center %VERSION%\JRService.exe","%PROGRAMFILES%\J River\Media Center %VERSION%\JRService.exe","Sideloading"
"browser_host.dll","C:\Program Files\SogouInput\browser_host.dll","%PROGRAMFILES%\SogouInput\browser_host.dll","biz_render.exe","C:\Program Files\SogouInput\biz_render.exe","%PROGRAMFILES%\SogouInput\biz_render.exe","Sideloading"
"python310.dll","C:\Program Files\Python310\python310.dll","%PROGRAMFILES%\Python310\python310.dll","pythonw.exe","","","Sideloading"
"python310.dll","C:\Program Files\Python310\python310.dll","%PROGRAMFILES%\Python310\python310.dll","dwagent.exe","","","Sideloading"
"python310.dll","C:\Users\<User>\AppData\Local\Temp\%VERSION%\python310.dll","%LOCALAPPDATA%\Temp\%VERSION%\python310.dll","pythonw.exe","","","Sideloading"
"python310.dll","C:\Users\<User>\AppData\Local\Temp\%VERSION%\python310.dll","%LOCALAPPDATA%\Temp\%VERSION%\python310.dll","dwagent.exe","","","Sideloading"
"python310.dll","C:\Program Files\DWAgent\runtime\python310.dll","%PROGRAMFILES%\DWAgent\runtime\python310.dll","pythonw.exe","","","Sideloading"
"python310.dll","C:\Program Files\DWAgent\runtime\python310.dll","%PROGRAMFILES%\DWAgent\runtime\python310.dll","dwagent.exe","","","Sideloading"
"python310.dll","C:\Users\<User>\anaconda3\python310.dll","%USERPROFILE%\anaconda3\python310.dll","pythonw.exe","","","Sideloading"
"python310.dll","C:\Users\<User>\anaconda3\python310.dll","%USERPROFILE%\anaconda3\python310.dll","dwagent.exe","","","Sideloading"
"python311.dll","C:\Program Files\Python311\python311.dll","%PROGRAMFILES%\Python311\python311.dll","pythonw.exe","","","Sideloading"
"python311.dll","C:\Users\<User>\AppData\Local\Programs\Python\Python311\python311.dll","%LOCALAPPDATA%\Programs\Python\Python311\python311.dll","pythonw.exe","","","Sideloading"
"python39.dll","C:\Program Files\Python39\python39.dll","%PROGRAMFILES%\Python39\python39.dll","python39.exe","","","Sideloading"
"python39.dll","C:\Users\<User>\AppData\Local\Temp\%VERSION%\python39.dll","%LOCALAPPDATA%\Temp\%VERSION%\python39.dll","python39.exe","","","Sideloading"
"python39.dll","C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\VC\SecurityIssueAnalysis\python\python39.dll","%PROGRAMFILES%\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\VC\SecurityIssueAnalysis\python\python39.dll","python39.exe","","","Sideloading"
"python39.dll","C:\Users\<User>\anaconda3\python39.dll","%USERPROFILE%\anaconda3\python39.dll","python39.exe","","","Sideloading"
"atl71.dll","C:\Program Files\Common Files\Thunder Network\TP\%VERSION%\atl71.dll","%PROGRAMFILES%\Common Files\Thunder Network\TP\%VERSION%\atl71.dll","XLBugReport.exe","C:\Program Files\Common Files\Thunder Network\TP\%VERSION%\XLBugReport.exe","%PROGRAMFILES%\Common Files\Thunder Network\TP\%VERSION%\XLBugReport.exe","Sideloading"
"libcrypto-1_1.dll","C:\Program Files\AOMEI Partition Assistant\libcrypto-1_1.dll","%PROGRAMFILES%\AOMEI Partition Assistant\libcrypto-1_1.dll","Defragger.exe","C:\Program Files\AOMEI Partition Assistant\Defragger.exe","%PROGRAMFILES%\AOMEI Partition Assistant\Defragger.exe","Sideloading"
"comn.dll","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\comn.dll","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\comn.dll","Abspawnhlp.exe","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\Abspawnhlp.exe","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\Abspawnhlp.exe","Sideloading"
"comn.dll","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\comn.dll","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\comn.dll","ABCorehlp.exe","C:\Program Files\AOMEI\AOMEI Backupper\%VERSION%\ABCorehlp.exe","%PROGRAMFILES%\AOMEI\AOMEI Backupper\%VERSION%\ABCorehlp.exe","Sideloading"
"basicnetutils.dll","C:\Users\<User>\AppData\Local\Temp\%VERSION%\Application2\basicnetutils.dll","%LOCALAPPDATA%\Temp\%VERSION%\Application2\basicnetutils.dll","XLGameUpdate.exe","C:\Users\<User>\AppData\Local\Temp\%VERSION%\Application2\XLGameUpdate.exe","%LOCALAPPDATA%\Temp\%VERSION%\Application2\XLGameUpdate.exe","Sideloading"
"basicnetutils.dll","C:\Program Files\BAIDU\BAIDUPINYIN\%VERSION%\basicnetutils.dll","%PROGRAMFILES%\BAIDU\BAIDUPINYIN\%VERSION%\basicnetutils.dll","XLGameUpdate.exe","C:\Users\<User>\AppData\Local\Temp\%VERSION%\Application2\XLGameUpdate.exe","%LOCALAPPDATA%\Temp\%VERSION%\Application2\XLGameUpdate.exe","Sideloading"
"classicexplorer32.dll","C:\Program Files\Classic Shell\classicexplorer32.dll","%PROGRAMFILES%\Classic Shell\classicexplorer32.dll","ClassicExplorerSettings.exe","","","Sideloading"
"classicexplorer32.dll","C:\Program Files\Open-Shell\classicexplorer32.dll","%PROGRAMFILES%\Open-Shell\classicexplorer32.dll","ClassicExplorerSettings.exe","","","Sideloading"
"vntfxf32.dll","C:\Program Files\Venta\VentaFax & Voice\vntfxf32.dll","%PROGRAMFILES%\Venta\VentaFax & Voice\vntfxf32.dll","spoololk.exe","C:\Program Files\Venta\VentaFax & Voice\spoololk.exe","%PROGRAMFILES%\Venta\VentaFax & Voice\spoololk.exe","Sideloading"
"goopdate.dll","C:\Program Files\Dropbox\Update\goopdate.dll","%PROGRAMFILES%\Dropbox\Update\goopdate.dll","DropboxUpdate.exe","","","Sideloading"
"goopdate.dll","C:\Program Files\Dropbox\Update\goopdate.dll","%PROGRAMFILES%\Dropbox\Update\goopdate.dll","DropboxCrashHandler.exe","","","Sideloading"
"goopdate.dll","C:\Program Files\Dropbox\Update\%VERSION%\goopdate.dll","%PROGRAMFILES%\Dropbox\Update\%VERSION%\goopdate.dll","DropboxUpdate.exe","","","Sideloading"
"goopdate.dll","C:\Program Files\Dropbox\Update\%VERSION%\goopdate.dll","%PROGRAMFILES%\Dropbox\Update\%VERSION%\goopdate.dll","DropboxCrashHandler.exe","","","Sideloading"
"goopdate.dll","C:\Users\<User>\AppData\Local\DropboxUpdate\Update\goopdate.dll","%LOCALAPPDATA%\DropboxUpdate\Update\goopdate.dll","DropboxUpdate.exe","","","Sideloading"
"goopdate.dll","C:\Users\<User>\AppData\Local\DropboxUpdate\Update\goopdate.dll","%LOCALAPPDATA%\DropboxUpdate\Update\goopdate.dll","DropboxCrashHandler.exe","","","Sideloading"
"dal_keepalives.dll","C:\Program Files\audinate\shared files\dal_keepalives.dll","%PROGRAMFILES%\audinate\shared files\dal_keepalives.dll","mDnsResponder.exe","C:\Program Files\audinate\shared files\mDnsResponder.exe","%PROGRAMFILES%\audinate\shared files\mDnsResponder.exe","Sideloading"
"wsc.dll","C:\Program Files\AVAST Software\Avast\wsc.dll","%PROGRAMFILES%\AVAST Software\Avast\wsc.dll","wsc_proxy.exe","","","Search Order"
"wsc.dll","C:\Program Files\Norton\Suite\wsc.dll","%PROGRAMFILES%\Norton\Suite\wsc.dll","wsc_proxy.exe","","","Search Order"
"wsc.dll","C:\Program Files\AVG\Antivirus\wsc.dll","%PROGRAMFILES%\AVG\Antivirus\wsc.dll","wsc_proxy.exe","","","Search Order"
"libxfont-1.dll","C:\Program Files\Mobatek\MobaXterm Personal Edition\libxfont-1.dll","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition\libxfont-1.dll","MobaXterm.exe","C:\Program Files\Mobatek\MobaXterm Personal Edition\MobaXterm.exe","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition\MobaXterm.exe","Sideloading"
"libxfont-1.dll","C:\Program Files\Mobatek\MobaXterm Personal Edition\libxfont-1.dll","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition\libxfont-1.dll","MobaXterm.exe","C:\Program Files\Mobatek\MobaXterm\MobaXterm.exe","%PROGRAMFILES%\Mobatek\MobaXterm\MobaXterm.exe","Sideloading"
"libxfont-1.dll","C:\Program Files\Mobatek\MobaXterm\libxfont-1.dll","%PROGRAMFILES%\Mobatek\MobaXterm\libxfont-1.dll","MobaXterm.exe","C:\Program Files\Mobatek\MobaXterm Personal Edition\MobaXterm.exe","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition\MobaXterm.exe","Sideloading"
"libxfont-1.dll","C:\Program Files\Mobatek\MobaXterm\libxfont-1.dll","%PROGRAMFILES%\Mobatek\MobaXterm\libxfont-1.dll","MobaXterm.exe","C:\Program Files\Mobatek\MobaXterm\MobaXterm.exe","%PROGRAMFILES%\Mobatek\MobaXterm\MobaXterm.exe","Sideloading"
"cc3260mt.dll","C:\Program Files\TiVo\Desktop\cc3260mt.dll","%PROGRAMFILES%\TiVo\Desktop\cc3260mt.dll","TiVoServer.exe","C:\Program Files\TiVo\Desktop\TiVoServer.exe","%PROGRAMFILES%\TiVo\Desktop\TiVoServer.exe","Sideloading"
"krpt.dll","C:\Program Files\Kingsoft\WPS Office\%VERSION%\office6\krpt.dll","%PROGRAMFILES%\Kingsoft\WPS Office\%VERSION%\office6\krpt.dll","wpp.exe","C:\Program Files\Kingsoft\WPS Office\%VERSION%\office6\wpp.exe","%PROGRAMFILES%\Kingsoft\WPS Office\%VERSION%\office6\wpp.exe","Sideloading"
"asfbncor.dll","C:\Program Files\Replay Media Splitter\asfbncor.dll","%PROGRAMFILES%\Replay Media Splitter\asfbncor.dll","ReplayMediaSplitter.exe","C:\Program Files\Replay Media Splitter\ReplayMediaSplitter.exe","%PROGRAMFILES%\Replay Media Splitter\ReplayMediaSplitter.exe","Sideloading"
"cnmpaui.dll","C:\Program Files\Canon\Canon IJ Printer Assistant Tool\\cnmpaui.dll","%PROGRAMFILES%\Canon\Canon IJ Printer Assistant Tool\\cnmpaui.dll","cnmpaui.exe","","","Sideloading"
"crashhandler.dll","C:\Program Files\Steam\crashhandler.dll","%PROGRAMFILES%\Steam\crashhandler.dll","steam_monitor.exe","C:\Program Files\Steam\bin\steam_monitor.exe","%PROGRAMFILES%\Steam\bin\steam_monitor.exe","Sideloading"
"vstdlib_s64.dll","C:\Program Files\Steam\vstdlib_s64.dll","%PROGRAMFILES%\Steam\vstdlib_s64.dll","steamerrorreporter64.exe","C:\Program Files\Steam\steamerrorreporter64.exe","%PROGRAMFILES%\Steam\steamerrorreporter64.exe","Sideloading"
"sentinelagentcore.dll","C:\Program Files\SentinelOne\Sentinel Agent %VERSION%\sentinelagentcore.dll","%PROGRAMFILES%\SentinelOne\Sentinel Agent %VERSION%\sentinelagentcore.dll","SentinelBrowserNativeHost.exe","C:\Program Files\SentinelOne\Sentinel Agent %VERSION%\SentinelBrowserNativeHost.exe","%PROGRAMFILES%\SentinelOne\Sentinel Agent %VERSION%\SentinelBrowserNativeHost.exe","Sideloading"
"sentinelagentcore.dll","C:\Program Files\SentinelOne\Sentinel Agent %VERSION%\sentinelagentcore.dll","%PROGRAMFILES%\SentinelOne\Sentinel Agent %VERSION%\sentinelagentcore.dll","SentinelAgentWorker.exe","C:\Program Files\SentinelOne\Sentinel Agent %VERSION%\SentinelAgentWorker.exe","%PROGRAMFILES%\SentinelOne\Sentinel Agent %VERSION%\SentinelAgentWorker.exe","Sideloading"
"wcldll.dll","C:\Program Files\Cisco Systems\Cisco Jabber\wcldll.dll","%PROGRAMFILES%\Cisco Systems\Cisco Jabber\wcldll.dll","ptInst.exe","C:\Program Files\Webex\Applications\ptInst.exe","%PROGRAMFILES%\Webex\Applications\ptInst.exe","Sideloading"
"wcldll.dll","C:\Program Files\Webex\Applications\wcldll.dll","%PROGRAMFILES%\Webex\Applications\wcldll.dll","ptInst.exe","C:\Program Files\Webex\Applications\ptInst.exe","%PROGRAMFILES%\Webex\Applications\ptInst.exe","Sideloading"
"wcldll.dll","C:\Program Files\Webex\Plugins\wcldll.dll","%PROGRAMFILES%\Webex\Plugins\wcldll.dll","ptInst.exe","C:\Program Files\Webex\Applications\ptInst.exe","%PROGRAMFILES%\Webex\Applications\ptInst.exe","Sideloading"
"ciscosparklauncher.dll","C:\Users\<User>\AppData\Local\CiscoSparkLauncher\ciscosparklauncher.dll","%LOCALAPPDATA%\CiscoSparkLauncher\ciscosparklauncher.dll","CiscoCollabHost.exe","","","Sideloading"
"ciscosparklauncher.dll","C:\Users\<User>\AppData\Local\Programs\Cisco Spark\ciscosparklauncher.dll","%LOCALAPPDATA%\Programs\Cisco Spark\ciscosparklauncher.dll","CiscoCollabHost.exe","","","Sideloading"
"ciscosparklauncher.dll","C:\Program Files\Cisco Spark\ciscosparklauncher.dll","%PROGRAMFILES%\Cisco Spark\ciscosparklauncher.dll","CiscoCollabHost.exe","","","Sideloading"
"winutils.dll","C:\Program Files\Palo Alto Networks\Traps\winutils.dll","%PROGRAMFILES%\Palo Alto Networks\Traps\winutils.dll","cydump.exe","C:\Program Files\Palo Alto Networks\Traps\cydump.exe","%PROGRAMFILES%\Palo Alto Networks\Traps\cydump.exe","Sideloading"
"vftrace.dll","C:\Program Files\CyberArk\Endpoint Privilege Manager\Agent\x32\vftrace.dll","%PROGRAMFILES%\CyberArk\Endpoint Privilege Manager\Agent\x32\vftrace.dll","vf_host.exe","","","Sideloading"
"vftrace.dll","C:\Program Files\CyberArk\Endpoint Privilege Manager\Agent\x64\vftrace.dll","%PROGRAMFILES%\CyberArk\Endpoint Privilege Manager\Agent\x64\vftrace.dll","vf_host.exe","","","Sideloading"
"vftrace.dll","C:\Program Files\CyberArk\Endpoint Privilege Manager\Agent\vftrace.dll","%PROGRAMFILES%\CyberArk\Endpoint Privilege Manager\Agent\vftrace.dll","vf_host.exe","","","Sideloading"
"madhcnet32.dll","C:\Program Files\Multimedia\K-Lite Codec Pack\Filters\madVR\madhcnet32.dll","%PROGRAMFILES%\Multimedia\K-Lite Codec Pack\Filters\madVR\madhcnet32.dll","madHcCtrl.exe","C:\Program Files\K-Lite Codec Pack\Filters\madVR\madHcCtrl.exe","%PROGRAMFILES%\K-Lite Codec Pack\Filters\madVR\madHcCtrl.exe","Sideloading"
"madhcnet32.dll","C:\Program Files\K-Lite Codec Pack\Filters\madVR\madhcnet32.dll","%PROGRAMFILES%\K-Lite Codec Pack\Filters\madVR\madhcnet32.dll","madHcCtrl.exe","C:\Program Files\K-Lite Codec Pack\Filters\madVR\madHcCtrl.exe","%PROGRAMFILES%\K-Lite Codec Pack\Filters\madVR\madHcCtrl.exe","Sideloading"
"qtcorevbox4.dll","C:\Program Files\Oracle\VirtualBox\qtcorevbox4.dll","%PROGRAMFILES%\Oracle\VirtualBox\qtcorevbox4.dll","VBoxTestOGL.exe","C:\Program Files\Oracle\VirtualBox\VBoxTestOGL.exe","%PROGRAMFILES%\Oracle\VirtualBox\VBoxTestOGL.exe","Sideloading"
"jli.dll","C:\Program Files\Java\%VERSION%\bin\jli.dll","%PROGRAMFILES%\Java\%VERSION%\bin\jli.dll","jsadebugd.exe","C:\Program Files\Java\%VERSION%\bin\jsadebugd.exe","%PROGRAMFILES%\Java\%VERSION%\bin\jsadebugd.exe","Sideloading"
"jli.dll","C:\Program Files\Java\%VERSION%\bin\jli.dll","%PROGRAMFILES%\Java\%VERSION%\bin\jli.dll","java.exe","C:\Program Files\Java\%VERSION%\bin\java.exe","%PROGRAMFILES%\Java\%VERSION%\bin\java.exe","Sideloading"
"jli.dll","C:\Program Files\Java\%VERSION%\bin\jli.dll","%PROGRAMFILES%\Java\%VERSION%\bin\jli.dll","javaw.exe","C:\Program Files\Java\%VERSION%\bin\javaw.exe","%PROGRAMFILES%\Java\%VERSION%\bin\javaw.exe","Sideloading"
"jli.dll","C:\Program Files\%VERSION%\jre\bin\jli.dll","%PROGRAMFILES%\%VERSION%\jre\bin\jli.dll","jsadebugd.exe","C:\Program Files\Java\%VERSION%\bin\jsadebugd.exe","%PROGRAMFILES%\Java\%VERSION%\bin\jsadebugd.exe","Sideloading"
"jli.dll","C:\Program Files\%VERSION%\jre\bin\jli.dll","%PROGRAMFILES%\%VERSION%\jre\bin\jli.dll","java.exe","C:\Program Files\Java\%VERSION%\bin\java.exe","%PROGRAMFILES%\Java\%VERSION%\bin\java.exe","Sideloading"
